,title,genre,year,decade,runtime,rating,director,actor1,actor2,actor3,gross
2634,"Planes, Trains and Automobiles",Comedy,1987,1980,93,7.6,John Hughes,Steve Martin,John Candy,William Windom,
2635,Planet 51,"Adventure,Animation,Comedy,Family,Sci-Fi",2009,2000,91,6.1,Jorge Blanco,Dwayne Johnson,Gary Oldman,James Corden,42.19
2636,Planet of the Apes,"Action,Adventure,Sci-Fi,Thriller",2001,2000,119,5.7,Tim Burton,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,180.01
2637,Platoon,"Drama,War",1986,1980,120,8.1,Oliver Stone,Johnny Depp,Tom Berenger,Kevin Dillon,137.96
2638,Play It to the Bone,"Comedy,Drama,Sport",1999,1990,124,5.4,Ron Shelton,Willie Garson,Robert Wagner,Lolita Davidovich,8.43
2639,Playing for Keeps,"Comedy,Romance,Sport",2012,2010,105,5.7,Gabriele Muccino,Gerard Butler,Dennis Quaid,Judy Greer,13.1
2640,Please Give,"Comedy,Drama",2010,2010,90,6.6,Nicole Holofcener,Oliver Platt,Thomas Ian Nicholas,Ann Morgan Guilbert,4.03
2641,Plush,Thriller,2013,2010,99,5.4,Catherine Hardwicke,Frances Fisher,James Kyson,Marlene Forte,0.0
2642,Pocahontas,"Adventure,Animation,Drama,Family,History,Musical,Romance",1995,1990,84,6.6,Mike Gabriel,Christian Bale,Frank Welker,Irene Bedard,141.6
2643,Poetic Justice,"Drama,Romance",1993,1990,109,5.9,John Singleton,Janet Jackson,Khandi Alexander,Maya Angelou,27.52
2644,Point Break,"Action,Crime,Sport",2015,2010,114,5.3,Ericson Core,Edgar Ramírez, Luke Bracey, Ray Winstone,28.77
2645,Police Academy,Comedy,1984,1980,96,6.7,Hugh Wilson,Steve Guttenberg,Bubba Smith,Michael Winslow,81.2
2646,Police Academy: Mission to Moscow,"Comedy,Crime",1994,1990,83,3.3,Alan Metter,Christopher Lee,Michael Winslow,G.W. Bailey,0.13
2647,Polisse,"Crime,Drama",2011,2010,127,7.3,Maïwenn,Riccardo Scamarcio,Maïwenn,Karin Viard,0.17
2648,Politiki Kouzina (A Touch of Spice),Drama,2003,2000,108,7.6,Tassos Boulmetis,Georges Corraface,Ieroklis Michaelidis,Ieroklis Mihailidis,
2649,Pollock,"Biography,Drama",2000,2000,122,7.0,Ed Harris,John Heard,Bud Cort,Amy Madigan,8.6
2650,Poltergeist,"Fantasy,Horror",1982,1980,120,7.4,Tobe Hooper,Heather O'Rourke,Zelda Rubinstein,Craig T. Nelson,76.6
2651,Poltergeist III,"Horror,Thriller",1988,1980,98,4.5,Gary Sherman,Tom Skerritt,Heather O'Rourke,Zelda Rubinstein,14.11
2652,Pompeii,"Action,Adventure,Drama",2014,2010,105,5.5,Paul W.S. Anderson,Kit Harington, Emily Browning, Kiefer Sutherland,23.22
2653,Pontypool,"Fantasy,Horror",2008,2000,95,6.7,Bruce McDonald,Stephen McHattie,Georgina Reilly,Boyd Banks,0.0
2654,Ponyo,"Adventure,Animation,Family,Fantasy",2008,2000,101,7.7,Hayao Miyazaki,Rumi Hiiragi,Yûki Amami,Yuria Nara,15.08
2655,Pooh's Heffalump Movie,"Animation,Family,Fantasy,Mystery",2005,2000,68,6.4,Frank Nissen,Kath Soucie,Brenda Blethyn,John Fiedler,18.08
2656,Poolhall Junkies,"Drama,Thriller",2002,2000,99,7.0,Mars Callahan,Chazz Palminteri,Ricky Schroder,Ernie Reyes Jr.,0.56
2657,Pootie Tang,"Action,Adventure,Comedy,Musical",2001,2000,81,5.2,Louis C.K.,Wanda Sykes,J.B. Smoove,Robert Vaughn,3.29
2658,Popstar: Never Stop Never Stopping,"Comedy,Music",2016,2010,87,6.7,Akiva Schaffer,Andy Samberg, Jorma Taccone,Akiva Schaffer,9.39
2659,Porky's,Comedy,1981,1980,94,6.2,Bob Clark,Art Hindle,Susan Clark,Tony Ganios,105.5
2660,Porky's Revenge,"ArtHouse,International",1985,1980,92,4.6,James Komack,Dan Monahan,Wyatt Knight,Mark Herrier,
2661,Poseidon,"Action,Adventure,Drama,Thriller",2006,2000,98,5.6,Wolfgang Petersen,Jimmy Bennett,Mike Vogel,Andre Braugher,60.66
2662,Post Grad,"Comedy,Romance",2009,2000,88,5.3,Vicky Jenson,J.K. Simmons,Zach Gilford,Bobby Coleman,6.37
2663,Poultrygeist: Night of the Chicken Dead,"Comedy,Horror,Musical",2006,2000,103,6.2,Lloyd Kaufman,John Karyus,Lloyd Kaufman,Kate Graham,0.02
2664,Practical Magic,"Comedy,Drama,Fantasy,Romance",1998,1990,104,6.1,Griffin Dunne,Goran Visnjic,Dianne Wiest,Stockard Channing,46.61
2665,Precious,Drama,2009,2000,110,7.3,Lee Daniels,Gabourey Sidibe, Mo'Nique, Paula Patton,47.54
2666,Predator,"Action,Horror,Sci-Fi",1987,1980,107,7.8,John McTiernan,Shane Black,Bill Duke,Carl Weathers,59.74
2667,Predator 2,"Action,Horror,Sci-Fi",1990,1990,103,6.2,Stephen Hopkins,Adam Baldwin,Robert Davi,Kevin Peter Hall,30.67
2668,Predators,"Action,Adventure,Sci-Fi",2010,2010,107,6.4,Nimród Antal,Adrien Brody, Laurence Fishburne, Topher Grace,52.0
2669,Prefontaine,"Biography,Drama,Romance,Sport",1997,1990,106,6.8,Steve James,Kurtwood Smith,Laurel Holloman,Amy Locane,0.53
2670,Premium Rush,"Action,Crime,Thriller",2012,2010,91,6.5,David Koepp,Joseph Gordon-Levitt,Dania Ramirez,Aasif Mandvi,20.28
2671,Premonition,"Drama,Mystery,Thriller",2007,2000,96,5.9,Mennan Yapo,Nia Long,Amber Valletta,Marc Macaulay,47.85
2672,Pretty Woman,"Comedy,Romance",1990,1990,125,6.9,Garry Marshall,Julia Roberts,Hector Elizondo,Jason Alexander,178.41
2673,Pride & Prejudice,"Drama,Romance",2005,2000,135,7.8,Joe Wright,Talulah Riley,Brenda Blethyn,Simon Woods,38.37
2674,Pride and Glory,"Crime,Drama,Thriller",2008,2000,130,6.7,Gavin O'Connor,Jennifer Ehle,Rick Gonzalez,Frank Grillo,15.71
2675,Pride and Prejudice and Zombies,"Action,Horror,Romance",2016,2010,108,5.8,Burr Steers,Lily James, Sam Riley, Jack Huston,10.91
2676,Priest,"Action,Fantasy,Horror,Sci-Fi,Thriller",2011,2010,87,5.7,Scott Stewart,Josh Wingate,Alan Dale,Jacob Hopkins,29.14
2677,Primary Colors,"Comedy,Drama",1998,1990,143,6.7,Mike Nichols,Maura Tierney,Adrian Lester,Paul Guilfoyle,38.97
2678,Primer,"Drama,Sci-Fi,Thriller",2004,2000,77,7.0,Shane Carruth,Shane Carruth,David Sullivan,Casey Gooden,0.42
2679,Prince of Persia: The Sands of Time,"Action,Adventure,Fantasy",2010,2010,116,6.6,Mike Newell,Jake Gyllenhaal, Gemma Arterton, Ben Kingsley,90.76
2680,Princess Kaiulani,Drama,2009,2000,97,6.2,Marc Forby,Q'orianka Kilcher,Will Patton,Shaun Evans,0.88
2681,Princess Mononoke,"Adventure,Animation,Fantasy",1997,1990,134,8.4,Hayao Miyazaki,Minnie Driver,Jada Pinkett Smith,Billy Crudup,2.3
2682,Prison,"Crime,Drama,Horror,Thriller",1987,1980,102,5.9,Renny Harlin,Viggo Mortensen,Lane Smith,Hal Landon Jr.,0.35
2683,Prisoners,"Crime,Drama,Mystery",2013,2010,153,8.1,Denis Villeneuve,Hugh Jackman, Jake Gyllenhaal, Viola Davis,60.96
2684,Private Benjamin,"Comedy,War",1980,1980,109,6.1,Howard Zieff,Eileen Brennan,Albert Brooks,Alan Oppenheimer,69.8
2685,Project Almanac,"Sci-Fi,Thriller",2015,2010,106,6.4,Dean Israelite,Gary Weeks,Jonny Weston,Sofia Black-D'Elia,22.33
2686,Project X,Comedy,2012,2010,88,6.7,Nima Nourizadeh,Thomas Mann, Oliver Cooper, Jonathan Daniel Brown,54.72
2687,Prom,"Comedy,Drama",2011,2010,104,5.4,Joe Nussbaum,Cameron Monaghan,Thomas McDonell,Aimee Teegarden,10.11
2688,Prom Night,"Horror,Mystery",2008,2000,89,3.9,Nelson McCormick,Ming-Na Wen,Scott Porter,Collins Pennie,43.82
2689,Prometheus,"Adventure,Mystery,Sci-Fi",2012,2010,124,7.0,Ridley Scott,Noomi Rapace, Logan Marshall-Green, Michael Fassbender,126.46
2690,Promised Land,Drama,2012,2010,106,6.6,Gus Van Sant,Matt Damon,Hal Holbrook,Terry Kinney,7.56
2691,Promises,Documentary,2002,2000,106,8.5,B.Z. Goldberg,Yarko,Daniel,Mahmoud,
2692,Proof of Life,"Action,Drama,Thriller",2000,2000,135,6.2,Taylor Hackford,Pamela Reed,Alun Armstrong,Michael Kitchen,32.6
2693,Psycho,"Horror,Mystery,Thriller",1960,1920-1960,108,8.5,Alfred Hitchcock,Janet Leigh,Vera Miles,John Gavin,32.0
2694,Psycho Beach Party,"Comedy,Horror,Mystery",2000,2000,85,6.3,Robert Lee King,Lauren Ambrose,Kathleen Robertson,Beth Broderick,0.27
2695,Public Enemies,"Biography,Crime,Drama",2009,2000,140,7.0,Michael Mann,Christian Bale, Johnny Depp, Christian Stolte,97.03
2696,Pulp Fiction,"Crime,Drama",1994,1990,178,8.9,Quentin Tarantino,Bruce Willis,Eric Stoltz,Phil LaMarr,107.93
2697,Pulse,"Drama,Horror,Sci-Fi,Thriller",2006,2000,90,4.7,Jim Sonzero,Ian Somerhalder,Christina Milian,Rick Gonzalez,20.26
2698,Punch-Drunk Love,"Comedy,Drama,Romance,Thriller",2002,2000,95,7.3,Paul Thomas Anderson,Adam Sandler,Emily Watson,Don McManus,17.79
2699,Punchline,Drama,1988,1980,128,5.8,David Seltzer,Tom Hanks,Sally Field,John Goodman,
2700,Punisher: War Zone,"Action,Crime,Drama,Thriller",2008,2000,103,6.0,Lexi Alexander,Julie Benz,Wayne Knight,Colin Salmon,7.95
2701,Pusher III: I'm the Angel of Death,Drama,2005,2000,90,7.3,Nicolas Winding Refn,Zlatko Buric,Zlatko Burik,Marinela Dekic,
2702,Pushing Tin,"Comedy,Drama,Romance",1999,1990,124,6.0,Mike Newell,Angelina Jolie Pitt,Kurt Fuller,Jake Weber,8.41
2703,Puss in Boots,"Action,Adventure,Animation,Comedy,Family,Fantasy",2011,2010,90,6.7,Chris Miller,Salma Hayek,Constance Marie,Amy Sedaris,149.23
2704,Quantum of Solace,"Action,Adventure,Thriller",2008,2000,106,6.6,Marc Forster,Daniel Craig, Olga Kurylenko, Mathieu Amalric,168.37
2705,Quarantine,"Horror,Sci-Fi,Thriller",2008,2000,89,6.0,John Erick Dowdle,Andrew Fiscella,Jay Hernandez,Dania Ramirez,31.69
2706,Quartet,"Comedy,Drama",2012,2010,98,6.8,Dustin Hoffman,Luke Newberry,Sheridan Smith,Pauline Collins,18.38
2707,Queen of Katwe,"Biography,Drama,Sport",2016,2010,124,7.4,Mira Nair,Madina Nalwanga, David Oyelowo, Lupita Nyong'o,8.81
2708,Queen of the Damned,"Drama,Fantasy,Horror",2002,2000,101,5.2,Michael Rymer,Aaliyah,Lena Olin,Bruce Spence,30.31
2709,Quicksilver,"Action, Drama, Mystery",1986,1980,105,3.7,Tom Donnelly,Kevin Bacon,Jami Gertz,Paul Rodriguez,
2710,Quigley Down Under,"Action,Adventure,Drama,Romance,Western",1990,1990,119,6.8,Simon Wincer,Alan Rickman,Tom Selleck,Ben Mendelsohn,21.41
2711,Quills,"Biography,Drama",2000,2000,124,7.4,Philip Kaufman,Kate Winslet,Stephen Marcus,Amelia Warner,7.06
2712,Quinceañera,Drama,2006,2000,90,7.1,Richard Glatzer,Emily Rios,Jesse Garcia,Alicia Sixtos,1.69
2713,R.I.P.D.,"Action,Comedy,Fantasy",2013,2010,96,5.6,Robert Schwentke,Ryan Reynolds,Jeff Bridges,Stephanie Szostak,33.59
